Unnamed: 0,data_ref,id_cliente,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,qt_pessoas_residencia,renda,sexo_F,sexo_M,tipo_renda_Assalariado,tipo_renda_Bolsista,tipo_renda_Empresário,tipo_renda_Pensionista,tipo_renda_Servidor público,educacao_Primário,educacao_Pós graduação,educacao_Secundário,educacao_Superior completo,educacao_Superior incompleto,estado_civil_Casado,estado_civil_Separado,estado_civil_Solteiro,estado_civil_União,estado_civil_Viúvo,tipo_residencia_Aluguel,tipo_residencia_Casa,tipo_residencia_Com os pais,tipo_residencia_Comunitário,tipo_residencia_Estúdio,tipo_residencia_Governamental
120,2015-01-01,4715,False,True,2,38,18.86575342465753,4.0,37663.75,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
121,2015-01-01,1365,True,True,0,32,4.586301369863014,2.0,7705.3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
122,2015-01-01,13508,False,False,1,44,5.5178082191780815,3.0,5426.32,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
123,2015-01-01,9904,True,True,0,28,3.095890410958904,2.0,1920.98,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
124,2015-01-01,1183,False,True,1,49,15.26027397260274,2.0,8912.51,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
125,2015-01-01,11805,True,True,1,30,2.345205479452055,3.0,7454.7,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
126,2015-01-01,5334,True,True,2,35,13.186301369863012,4.0,5497.07,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
127,2015-01-01,8588,True,True,0,39,5.304109589041096,2.0,1369.68,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
128,2015-01-01,5776,False,False,0,49,11.63013698630137,2.0,757.36,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
129,2015-01-01,2555,True,True,1,47,0.5561643835616439,3.0,3856.49,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
130,2015-01-01,4272,True,True,0,60,41.2,1.0,16178.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
131,2015-01-01,9246,True,True,0,31,5.512328767123288,2.0,11503.65,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
134,2015-01-01,12747,False,True,0,55,3.032876712328767,2.0,6577.55,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
135,2015-01-01,1691,False,False,0,56,5.06027397260274,2.0,2462.32,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
137,2015-01-01,14210,True,True,0,51,0.873972602739726,1.0,2029.38,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
139,2015-01-01,10693,True,True,1,46,0.3479452054794521,3.0,3478.79,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
140,2015-01-01,9703,False,True,0,50,11.268493150684929,2.0,1592.11,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
141,2015-01-01,11691,False,True,0,33,6.076712328767122,1.0,8457.2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
142,2015-01-01,2160,False,False,1,42,4.424657534246577,2.0,5550.5,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
143,2015-01-01,15447,True,False,0,24,6.372602739726028,2.0,6089.4,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
144,2015-01-01,10624,False,True,0,57,0.8438356164383561,2.0,6533.86,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
145,2015-01-01,2633,True,True,2,33,0.726027397260274,4.0,4579.6,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
146,2015-01-01,1641,True,True,0,50,5.06027397260274,2.0,726.1,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
147,2015-01-01,15629,True,True,0,51,5.5479452054794525,2.0,2385.62,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
148,2015-01-01,11053,True,True,0,49,9.523287671232875,2.0,9001.2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
149,2015-01-01,14550,True,False,0,44,8.219178082191782,2.0,7488.01,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
150,2015-01-01,5131,False,True,0,45,7.638356164383563,2.0,4909.73,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
151,2015-01-01,4499,True,False,0,53,4.597260273972604,2.0,1620.37,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
153,2015-01-01,6954,True,True,1,31,2.375342465753425,3.0,8104.41,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
154,2015-01-01,2550,True,True,1,38,15.232876712328768,3.0,8370.15,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
155,2015-01-01,6344,False,False,0,36,7.249315068493152,2.0,3186.45,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
156,2015-01-01,6652,False,True,0,54,4.312328767123288,2.0,2378.07,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
157,2015-01-01,5339,True,True,2,35,13.186301369863012,4.0,5232.15,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
158,2015-01-01,7755,False,True,0,51,7.104109589041097,1.0,1995.82,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
159,2015-01-01,13770,True,True,2,31,7.958904109589041,4.0,3646.91,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
160,2015-01-01,11944,True,False,0,57,1.326027397260274,2.0,4888.61,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
162,2015-01-01,7165,False,False,1,30,1.9616438356164383,3.0,459.13,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
163,2015-01-01,3176,False,False,0,56,11.227397260273971,2.0,5975.19,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
164,2015-01-01,5601,False,False,0,55,22.38630136986301,2.0,4582.5,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
165,2015-01-01,13415,True,False,0,38,8.186301369863013,1.0,4884.94,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
166,2015-01-01,14046,False,False,0,31,6.043835616438357,2.0,1630.88,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
168,2015-01-01,11867,False,False,0,52,2.7452054794520557,1.0,7934.99,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
171,2015-01-01,7967,True,True,0,51,1.4684931506849317,2.0,1026.82,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
172,2015-01-01,16458,True,True,1,44,21.86027397260274,3.0,2864.84,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
173,2015-01-01,7577,False,True,0,48,21.03013698630137,1.0,6028.89,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
175,2015-01-01,7257,False,True,0,42,4.046575342465753,2.0,2123.13,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
176,2015-01-01,4664,False,True,0,24,3.104109589041096,1.0,2715.22,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
177,2015-01-01,6744,False,True,1,36,13.136986301369864,3.0,3909.95,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
178,2015-01-01,12576,False,False,0,51,25.54794520547945,2.0,6736.28,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
179,2015-01-01,10136,False,True,2,39,18.13972602739726,4.0,12752.66,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
180,2015-01-01,15824,False,True,0,31,1.1232876712328768,2.0,3236.86,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
181,2015-01-01,1032,False,True,1,37,1.7534246575342465,3.0,5847.17,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
182,2015-01-01,8091,True,True,0,42,9.252054794520548,2.0,7603.64,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
183,2015-01-01,4531,False,False,0,53,3.4301369863013704,2.0,964.63,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
184,2015-01-01,15199,False,True,1,46,14.375342465753429,3.0,6004.87,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
185,2015-01-01,1048,False,True,2,36,14.257534246575348,4.0,13084.3,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
186,2015-01-01,14450,False,True,0,30,4.454794520547946,2.0,3046.42,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
